"state","county","loaccgro","fasfoo","relprimilk","diab","obesrate","fitplace","povrate","medinc"
"SC","Richland",26.702241,0.679838,1.082025,11.1,32.6,0.087159,15.8,51065
"SC","Saluda",9.912683,0.399481,1.082025,13,35.6,0,18.3,41409
"SC","Spartanburg",31.535984,0.688147,1.082025,12.8,30.5,0.11242,15,45768
"SC","Sumter",25.301233,0.61157,1.082025,14.3,34.4,0.037065,19.6,41058
"SC","Union",9.11865,0.609844,1.082025,15.6,36.9,0.035873,23.2,35467
"SC","Williamsburg",7.134494,0.367029,1.082025,17.5,42.5,0.030586,33.6,28943
"SC","York",22.092621,0.635837,1.062503,12,29.4,0.110049,12.5,57302
"SD","Aurora",74.400225,1.457195,0.948594,8.7,28,0,9.6,50392
"SD","Beadle",22.619615,0.495349,0.948594,9.4,32,0.165116,15.5,47592
"SD","Bennett",96.759057,0,0.948594,14.6,36.6,0,35.1,40529
"SD","Bon Homme",14.116695,0.427168,0.948594,9.4,29.6,0,14.6,48900
"SD","Brookings",39.62238,0.900522,0.948594,6.1,27.4,0.150087,14.5,55749
"SD","Brown",31.128554,0.755051,0.948594,8.4,32.2,0.104145,10.2,52065
"SD","Brule",31.377098,0.753438,0.948594,10.1,34.4,0.188359,12.7,50604
"SD","Buffalo",99.72169,0,0.948594,16.2,42,0,36.8,22894
"SD","Butte",24.081687,1.068169,0.948594,8.4,31.3,0.097106,13.9,43572
"SD","Campbell",93.355145,4.329004,0.948594,9.9,30.9,0,9.5,49569
"SD","Charles Mix",10.03627,0.538387,0.948594,11.7,33.6,0.107677,23.3,41005
"SD","Clark",46.279312,0.548697,0.948594,10.4,30.6,0,12.6,60544
"SD","Clay",29.646989,0.861326,0.948594,7.7,31.1,0.071777,19,43902
"SD","Codington",36.412218,1.324361,0.948594,8.3,31.2,0.214761,10.8,53073
"SD","Corson",89.786884,0.47824,0.948594,13.3,40.9,0,47.4,31621
"SD","Custer",35.341786,2.368265,0.948594,10.7,29.7,0.118413,10.7,54309
"SD","Davison",23.770787,1.005783,0.948594,9.4,34.3,0.150867,13.4,47591
"SD","Day",48.87603,1.252684,0.948594,11.2,30.8,0,14.2,45131
"SD","Deuel",90.276642,1.159555,0.948594,10.8,33.3,0,10,54087
"SD","Dewey",38.39034,0.176616,0.948594,15.6,39.9,0,24.7,38337
"SD","Douglas",89.11335,1.345442,0.948594,11,29.8,0,10.4,51915
"SD","Edmunds",63.660418,1.255335,0.948594,9,29.1,0,10.7,56304
"SD","Fall River",37.206737,1.46092,0.948594,11.2,31.7,0.146092,14.6,44065
"SD","Faulk",48.219847,2.121341,0.948594,9.8,29.3,0,12.9,47802
"SD","Grant",17.815503,1.381025,0.948594,8.3,30.6,0.138102,9.2,51251
"SD","Gregory",28.410584,2.371354,0.948594,10.4,32.2,0,18.1,36150
"SD","Haakon",41.326846,1.082837,0.948594,10.3,30.1,0,10.8,50221
"SD","Hamlin",96.074602,0,0.948594,9.7,30.8,0,9,57278
"SD","Hand",34.307454,0.597907,0.948594,10.5,29.9,0.298954,8.5,52718
"SD","Hanson",17.876082,0.292483,0.948594,8.3,28.9,0.292483,8.7,59508
"SD","Harding",100,0.8,0.948594,8.1,32.4,0,10.2,57053
"SD","Hughes",23.406376,0.850244,0.948594,9.5,28.3,0.170049,10.8,60582
"SD","Hutchinson",8.841225,0.694444,0.948594,10.5,31,0,12.3,49558
"SD","Hyde",100,0,0.948594,10.5,30.5,0,11.1,49820
"SD","Jackson",63.00264,0.91631,0.948594,11.2,34.8,0,32.5,36308
"SD","Jerauld",100,1.494768,0.948594,9.9,27.8,0,13.7,49054
"SD","Jones",100,4.102564,0.948594,10.9,29.3,0,13.5,47362
"SD","Kingsbury",52.243041,0.788177,0.948594,10,33.8,0,9.5,54543
"SD","Lake",9.969145,1.131953,0.948594,8.6,31.3,0.080854,10.1,55300
"SD","Lawrence",16.021082,1.257249,0.948594,7.3,25.7,0.202782,12.9,51553
"SD","Lincoln",9.03312,0.387988,0.948594,6.6,28.7,0.135796,4.3,77540
"SD","Lyman",83.589712,0.515863,0.948594,10.4,33.5,0,22.7,39527
"SD","Marshall",50.402048,1.067692,0.948594,9.6,32.2,0,12.3,50216
"SD","McCook",32.399501,1.239157,0.948594,9,28.5,0,9.5,56382
"SD","McPherson",55.714203,1.646768,0.948594,11.8,27.3,0,15.7,43859
"SD","Meade",33.937611,0.779192,0.948594,8.4,27,0.148417,9.9,55515
"SD","Mellette",99.40226,0,0.948594,13.2,32.4,0,35.6,34241
"SD","Miner",38.127507,0.863558,0.948594,10.6,31.4,0,10.8,47970
"SD","Minnehaha",18.467742,0.672565,0.948594,7.9,27.8,0.153104,12.2,55605
"SD","Moody",76.723439,0.942359,0.948594,11,32.9,0,10.7,54729
"SD","Pennington",28.702474,0.89614,0.948594,8.4,27.3,0.12934,12.2,52217
"SD","Perkins",49.321354,1.318826,0.948594,10.1,32.8,0,13.1,44132
"SD","Potter",100,1.709402,0.948594,11,29.2,0,10,54655
"SD","Roberts",27.09639,0.674764,0.948594,12,32,0,20,42744
"SD","Sanborn",98.871764,0.856164,0.948594,10.2,29.7,0,11.9,49638
"SD","Spink",43.597228,0.454683,0.948594,9.9,31.4,0.151561,12.1,46504
"SD","Stanley",19.245428,1.340932,0.948594,9.8,33.4,0,8.3,62015
"SD","Sully",100,3.477051,0.948594,9.3,33.1,0,6.9,58230
"SD","Todd",20.706288,0.101194,0.948594,18.2,38,0,44,29193
"SD","Tripp",26.760835,0.907112,0.948594,10.7,30.7,0.181422,17.7,48289
"SD","Turner",2.287665,1.329787,0.948594,8.4,32.9,0,10,54134
"SD","Union",20.050328,0.598842,0.948594,9.2,30.4,0,6.3,74439
"SD","Walworth",28.691216,0.907276,0.948594,10.7,28.4,0,14.8,44480
"SD","Yankton",27.171238,0.969847,0.948594,7.9,30,0.176336,13.6,48991
"SD","Ziebach",37.382767,0.353857,0.948594,16.5,42,0.353857,47.1,33239
"TN","Anderson",29.846271,0.476644,1.136671,12.3,31.7,0.079441,19.7,44488
"TN","Bedford",13.710902,0.47183,0.970305,11.5,32.1,0.042894,17,44734
"TN","Benton",13.471586,0.867142,0.970305,14.3,32.4,0,20.5,36201
"TN","Bledsoe",3.072475,0.143565,1.136671,12.5,32.7,0,26.1,39730
"TN","Blount",34.424387,0.569895,1.136671,13.7,34,0.055406,13.1,49532
"TN","Bradley",29.765774,0.53411,1.136671,14.3,34.9,0.077689,18.1,43772
"TN","Campbell",19.133931,0.300616,1.136671,13.4,32.5,0.050103,26.2,33092
"TN","Cannon",2.317469,0.363451,0.970305,12.9,33.3,0,16.4,43864
"TN","Carroll",8.707671,0.599225,0.970305,14.6,32.4,0.070497,21.1,38412
"TN","Carter",41.299626,0.369159,1.136671,14.2,31.8,0,23.6,35053
"TN","Cheatham",1.115928,0.352077,0.970305,12.3,33.8,0.025148,10.6,56447
"TN","Chester",12.98069,0.517866,0.970305,14.7,32,0.057541,19,43452
"TN","Claiborne",21.283901,0.253229,1.136671,14.8,30.8,0.031654,21.6,35193
"TN","Clay",0.137086,0.515132,0.970305,13.9,31.3,0,23.7,32750
"TN","Cocke",21.254184,0.763272,1.136671,15.8,34.4,0.056539,26.4,31355
"TN","Coffee",17.190543,0.801895,0.970305,13.1,35.9,0.111892,15.9,44452
"TN","Crockett",0.747149,0.204527,0.970305,13.8,33,0,19.1,38474
"TN","Cumberland",19.19198,0.603604,1.136671,18.2,29.2,0.051737,16.7,39472
"TN","Davidson",21.913171,0.963571,0.970305,10.6,30.9,0.121195,17.1,51999
"TN","Decatur",7.617387,0.857192,0.970305,15,36.3,0.085719,19.4,38771
"TN","DeKalb",2.114517,0.518995,0.970305,14.4,31.8,0,20.2,43804
"TN","Dickson",12.860726,0.672269,0.970305,12.6,35.9,0.07909,16.4,47621
"TN","Dyer",33.160437,0.474496,0.970305,15.8,37.2,0.105444,22.5,43391
"TN","Fayette",5.81412,0.461408,0.970305,17.6,31.1,0,13.8,56710
"TN","Fentress",0.20673,0.280034,1.136671,14.6,35.5,0,25.7,31824
"TN","Franklin",19.854883,0.603836,0.970305,13.1,30.9,0.096614,15,47286
"TN","Gibson",12.158381,0.545763,0.970305,13.1,32.3,0.121281,15.7,40789
"TN","Giles",11.836725,0.415901,0.970305,14.4,32.1,0.034658,16.1,42207
"TN","Grainger",0,0.262421,1.136671,14.4,35,0,18.7,38103
"TN","Greene",9.428377,0.643887,1.136671,12.3,29.8,0.014634,18,36309
"TN","Grundy",0.988281,0.297952,1.136671,15.2,31.3,0.074488,26.1,33595
"TN","Hamblen",44.143791,0.507646,1.136671,13.9,30.8,0.015864,19,39566
"TN","Hamilton",41.156664,0.85986,1.136671,12.2,30.2,0.145208,15.2,48943
"TN","Hancock",0.975797,0.300436,1.136671,13,30.6,0,30.1,27987
"TN","Hardeman",27.406377,0.308107,0.970305,14.7,37.8,0.11554,24.2,37729
"TN","Hardin",14.024593,1.082335,0.970305,13.8,31.9,0.154619,22.7,36765
"TN","Hawkins",20.117771,0.387768,1.136671,14.4,32.9,0.017626,21.2,38708
"TN","Haywood",15.931109,0.494913,0.970305,15.3,38.4,0.05499,22.5,35216
"TN","Henderson",12.689071,0.428434,0.970305,15.9,34.8,0.142811,17.5,41328
"TN","Henry",19.052941,0.745249,0.970305,14,33.7,0.062104,19.1,38328
"TN","Hickman",11.24321,0.410105,0.970305,12.2,32.1,0,20.4,39682
"TN","Houston",2.542724,0.84674,0.970305,15.2,33.2,0,19.5,39999
"TN","Humphreys",6.508291,0.937414,0.970305,14.1,35.6,0,15.9,43657
"TN","Jackson",0.01378,0.259336,0.970305,13.8,34.7,0,23.6,34651
"TN","Jefferson",5.147831,0.47459,1.136671,12.3,34.2,0,16.8,42669
"TN","Johnson",12.472919,0.727924,1.136671,14.1,29.2,0.055994,27.2,33402
"TN","Knox",36.51774,0.71326,1.136671,11.2,29.7,0.098073,15.6,52136
"TN","Lake",0.187706,0.655222,0.970305,13.5,37.5,0,43.1,29908
"TN","Lauderdale",8.617953,0.219122,0.970305,15.4,38.3,0,26.2,34715
"TN","Lawrence",7.452303,0.473104,0.970305,14.2,34,0,18.9,40076
"TN","Lewis",3.47585,0.335965,0.970305,14.5,34.3,0,17.9,38198
"TN","Lincoln",14.757672,0.683771,0.970305,14.2,32.1,0.089188,16,43694
"TN","Loudon",30.134108,0.472711,1.136671,13.3,27.5,0.098481,13.5,52787
"TN","Macon",3.370551,0.347781,0.970305,14.2,34.2,0,18.5,37865
"TN","Madison",23.645959,0.804661,0.970305,14.2,34.3,0.132413,18.1,46694
"TN","Marion",10.196199,0.739254,1.136671,15.9,32.9,0.035203,19,41090
"TN","Marshall",12.193911,0.319806,0.970305,14.4,31.3,0.063961,13.8,46788
"TN","Maury",18.606646,0.619774,0.970305,11.9,33.6,0.070163,13.2,50868
"TN","McMinn",13.055807,0.513054,1.136671,14.1,33.7,0,23,39207
"TN","McNairy",9.847836,0.609129,0.970305,16.9,38.6,0,18.9,37337
"TN","Meigs",1.508531,0.598239,1.136671,14.2,27.9,0,20.2,41061
"TN","Monroe",4.310162,0.619017,1.136671,14.7,35.5,0.044215,18.6,37867
"TN","Montgomery",33.419108,0.65803,0.970305,9.8,29,0.084228,13.4,49603
"TN","Moore",33.723615,0.633012,0.970305,14,32,0,11.8,52911
"TN","Morgan",18.203238,0.092336,1.136671,12.3,30.3,0,21.2,46067
"TN","Obion",10.917132,0.678711,1.136671,15.5,33.6,0.096959,19.5,39946
"TN","Overton",1.334458,0.363174,0.970305,15.1,33,0.045397,17.5,36316
"TN","Perry",25.000387,0.383534,0.970305,16.3,31.4,0,22.3,34445
"TN","Pickett",0.766205,0.9758,0.970305,15,33.1,0,18.9,34714
"TN","Polk",0.293342,0.41841,1.136671,13.7,34.9,0,18.4,38923
"TN","Putnam",20.144023,0.78204,0.970305,12.5,32.6,0.121351,19.7,40629
"TN","Rhea",9.941435,0.673999,1.136671,13.7,30.4,0.061273,23.3,39863
"TN","Roane",25.732828,0.284371,1.136671,13.4,34.1,0.056874,17.6,43939
"TN","Robertson",6.850212,0.558175,0.970305,12.8,35.6,0.014689,12.3,53413
"TN","Rutherford",24.782747,0.609195,0.970305,9.9,33,0.062304,11.1,60022
"TN","Scott",3.551139,0.31837,1.136671,13.4,28.9,0,25.5,33254
"TN","Sequatchie",0.063943,0.340044,1.136671,13.5,28.3,0.068009,18.7,43207
"TN","Sevier",12.666153,1.629692,1.136671,12.2,30.6,0.063085,14.6,41987
"TN","Shelby",29.457004,0.597569,0.970305,12.2,32.6,0.080954,20.2,46998
"TN","Smith",1.428315,0.47346,0.970305,13.6,36.8,0,18.1,44556
"TN","Stewart",1.856268,0.451841,0.970305,15.2,31.4,0,15.5,44266
"TN","Sullivan",33.178737,0.738632,1.136671,14.4,30.1,0.146453,16.4,42277
"TN","Sumner",29.876371,0.567438,0.970305,11.8,29.7,0.092643,10.1,59816
"TN","Tipton",18.564188,0.438148,0.970305,13.5,35.4,0.048683,14.4,54077
"TN","Unicoi",13.115627,0.72371,1.136671,14.7,33.4,0.11134,19.2,36641
"TN","Union",2.025803,0.209282,1.136671,13.8,31,0,23.9,36878
"TN","Van Buren",0.708763,0,0.970305,14.6,32.1,0,18.9,39348
"TN","Warren",8.317005,0.475368,0.970305,16.3,31.4,0.050039,21.2,39357
"TN","Washington",21.950175,0.895106,1.136671,12.9,32.2,0.06337,17.2,45261
"TN","Wayne",22.232897,0.413883,0.970305,12.3,32.7,0,25.4,34895
"TN","Weakley",11.795855,0.523667,1.136671,14.7,30.9,0,18.2,38025
"TN","White",9.578332,0.456256,0.970305,13.6,31.2,0.038021,18.2,38649
"TN","Williamson",24.734539,0.8381,0.970305,9.2,25.9,0.185162,5,104367
"TN","Wilson",22.25335,0.622129,0.970305,12.7,31.7,0.071784,8.4,65372
"TX","Anderson",39.53478,0.451177,1.01769,11.7,31.6,0.034706,21,43062
"TX","Andrews",33.923816,0.572181,1.095938,8.8,28.1,0,10.4,72184
"TX","Angelina",24.117887,0.535613,1.095938,12.9,37.5,0.05698,17.9,45428
"TX","Aransas",38.282716,1.281435,1.01769,12.1,26.9,0.08009,18.2,41560
"TX","Archer",23.720702,0.226989,1.095938,10.6,27.1,0,9.5,60414
"TX","Armstrong",99.747921,0,1.095938,10.6,27.2,0,10.4,55198
"TX","Atascosa",20.930537,0.502365,1.003679,10.8,27.9,0.062796,20.4,49047
"TX","Austin",11.458188,0.515216,1.01769,9.7,27,0.137391,12.7,57960
"TX","Bailey",9.321722,0.578871,1.095938,9.5,26.7,0.144718,15.8,38299
"TX","Bandera",34.944868,0.622248,1.003679,11.3,27.1,0.047865,13.3,53662
"TX","Bastrop",28.874874,0.537986,1.003679,9.7,33.1,0.051237,12.7,56866
"TX","Baylor",12.228857,1.113586,1.095938,12.2,28.1,0,17.4,38231
"TX","Bee",33.820017,0.45644,1.095938,8.7,29.3,0.091288,23.4,42540
"TX","Bell",33.239493,0.531689,1.095938,9.2,29,0.091147,15.9,48894
"TX","Bexar",26.335944,0.691321,1.003679,8.9,27.3,0.075436,15.6,52230
"TX","Blanco",4.620967,0.924898,1.003679,11.2,28.7,0,10.9,53449
"TX","Borden",100,0,1.095938,11.3,27.3,0,10.2,63358
"TX","Bosque",9.677037,0.337458,1.01769,10.2,27.8,0,15,47135
"TX","Bowie",21.729456,0.589654,1.095938,12.7,32.4,0.096489,18.6,42515
"TX","Brazoria",22.239757,0.547137,1.01769,9.1,31.2,0.07098,10.6,71230
"TX","Brazos",26.973641,0.602433,1.095938,7.6,28.4,0.100405,24,44767
"TX","Brewster",28.619412,1.199171,1.095938,9.7,27.7,0.109016,14.8,41785
"TX","Briscoe",100,0.651042,1.095938,11.2,26.4,0.651042,16.6,42261
"TX","Brooks",16.327147,0.973033,1.095938,10.8,27.2,0,31.7,30124
"TX","Brown",36.299524,0.690516,1.095938,9.5,25.2,0.079675,18.2,41981
"TX","Burleson",12.8911,0.695531,1.095938,12.2,29.8,0.115922,15.5,50113
"TX","Burnet",33.176606,1.134771,1.003679,10,30,0.133502,13.2,53086
"TX","Caldwell",15.174912,0.477267,1.003679,9.8,26.4,0.025119,17.8,46093
"TX","Calhoun",36.163015,0.963435,1.01769,11.6,29.1,0,16.8,50873
"TX","Callahan",29.547943,0.148006,1.095938,11,28.4,0.074003,13,44450
"TX","Cameron",24.620943,0.573274,1.095938,9.3,33.2,0.040438,32,34044
"TX","Camp",10.055819,0.475398,1.095938,11.2,31.8,0,18.8,40768
"TX","Carson",19.992266,0.166306,1.095938,11,28.4,0,8.5,61083
"TX","Cass",6.955439,0.495688,1.095938,13.7,31.3,0,20,39274
"TX","Castro",11.911556,0.771109,1.095938,9.3,28.1,0,18.8,43372
"TX","Chambers",19.209469,0.471884,1.01769,9.6,28.6,0.026216,9.6,77282
"TX","Cherokee",16.284451,0.353621,1.095938,11.6,30.1,0.039291,19,41355
"TX","Childress",44.152108,1.5517,1.095938,9,27,0.141064,22.3,37732
"TX","Clay",51.412168,0.192864,1.095938,11.2,29.4,0,12.3,51234
"TX","Cochran",21.175684,0.340716,1.095938,10.9,26.9,0,22.5,39398
"TX","Coke",99.976292,0.921942,1.095938,12.6,28.1,0,13.5,42498
"TX","Coleman",19.62616,0.830368,1.095938,11.6,28.1,0,20,35922
"TX","Collin",12.683825,0.735393,1.01769,7.9,24.6,0.108445,6.6,86823
"TX","Collingsworth",7.358328,0.331455,1.095938,10.7,28,0.331455,19,38775
"TX","Colorado",20.680354,0.675708,1.01769,11.3,28.5,0.048265,14.5,47783
"TX","Comal",21.331934,0.808447,1.003679,8.8,26.7,0.129351,8.3,68362
"TX","Comanche",15.338897,0.664207,1.01769,10.8,28.3,0,16.8,41155
"TX","Concho",26.725341,0.493827,1.095938,8.7,27.5,0,26.4,39945
"TX","Cooke",7.297668,0.825572,1.01769,10.3,29.2,0.077397,13.2,54534
"TX","Coryell",43.592088,0.383791,1.095938,9.1,30.3,0.039703,16,45989
"TX","Cottle",99.941352,0.706714,1.095938,12.3,27.4,0,21.4,35602
"TX","Crane",8.890448,0.606061,1.095938,8.8,29.3,0,9.6,65883
"TX","Crockett",7.64109,1.311647,1.095938,9.9,27.9,0,12.9,53903
"TX","Crosby",4.805601,0.16952,1.095938,9.8,27.8,0,22.8,34562
"TX","Culberson",7.762441,1.323919,1.095938,10,27.6,0,23.9,35192
"TX","Dallam",40.090402,0.981079,1.095938,8,31.5,0,12,47559
"TX","Dallas",16.623225,0.687276,1.01769,9.1,27.6,0.075041,17.9,51824
"TX","Dawson",29.545729,0.523482,1.095938,9.1,29.9,0,21.9,42589
"TX","Deaf Smith",18.636565,0.468872,1.095938,8.7,29.4,0.052097,19.4,45713
"TX","Delta",7.210912,0.381825,1.01769,11.9,28,0,18.5,42846
"TX","Denton",18.574904,0.585375,1.01769,8,22.1,0.08628,8,75898
"TX","DeWitt",15.354265,0.918584,1.003679,11.6,30.6,0,19.2,47365
"TX","Dickens",19.842836,1.35257,1.095938,9.9,26.6,0,22.2,39169
"TX","Dimmit",38.988023,0.721436,1.003679,9.3,29.9,0,24.4,40040
"TX","Donley",15.602788,0.84674,1.095938,11.1,27.6,0,20.2,36862
"TX","Duval",34.487233,0.346831,1.095938,9.9,27.8,0,25.4,36986
"TX","Eastland",21.69786,0.715229,1.095938,12.2,28.2,0,18.1,41944
"TX","Ector",20.504918,0.519805,1.095938,8.9,31.6,0.077971,12.6,62519
"TX","Edwards",31.868554,0.532198,1.003679,11.8,27.1,0,22.2,37567
"TX","El Paso",17.92632,0.613087,1.095938,9.5,28.4,0.075586,20.3,43101
"TX","Ellis",23.729527,0.451929,1.01769,9.9,29.8,0.081598,10.9,66811
"TX","Erath",36.14865,0.722345,1.01769,8.9,28.2,0.074725,17.7,45663
"TX","Falls",13.840746,0.35317,1.095938,11.5,29.8,0,23.9,37912
"TX","Fannin",33.006332,0.444418,1.01769,10.4,28.4,0.059256,16.4,43733
"TX","Fayette",22.562716,1.087263,1.003679,11.6,27.1,0.040269,12,53173
"TX","Fisher",17.023081,0.522057,1.095938,11.7,26.7,0,15.2,43082
"TX","Floyd",6.404572,0.840477,1.095938,11.4,26.8,0,21.8,36859
"TX","Foard",100,0.784314,1.095938,11.7,26.3,0,17.8,36466
"TX","Fort Bend",25.412686,0.506314,1.01769,8.4,23.9,0.071497,7,95117
"TX","Franklin",7.014344,0.566038,1.095938,11.3,26.9,0,16.4,43569
"TX","Freestone",14.901167,0.506022,1.01769,11,28.5,0.101204,15.8,48057
"TX","Frio",9.76757,0.431709,1.003679,8.6,27.5,0.053964,29.3,38809
"TX","Gaines",3.2136,0.617761,1.095938,8.9,30.6,0,13.3,53297
"TX","Galveston",31.225865,0.697013,1.01769,9.8,27.6,0.085933,14,66173
"TX","Garza",6.013706,0.4662,1.095938,8.3,27.5,0,26.8,54606
"TX","Gillespie",19.209384,1.841693,1.003679,13.3,26.8,0.039185,10.4,54180
"TX","Glasscock",98.21762,0.774593,1.095938,9.6,26.8,0,7.8,74854
"TX","Goliad",36.803342,0.662339,1.003679,11.9,29.2,0,14.1,52612
"TX","Gonzales",25.55468,0.684195,1.003679,12,29.5,0.146613,16.4,43519
"TX","Gray",20.046738,0.9113,1.095938,10.9,28.4,0.08679,13,49415
"TX","Grayson",19.506941,0.574741,1.01769,9.3,28.9,0.089044,15.2,48164
"TX","Gregg",22.229652,0.852245,1.095938,11,35.3,0.105516,17,48561
"TX","Grimes",40.035746,0.478434,1.01769,11.9,29.1,0,17.8,44226
"TX","Guadalupe",34.121637,0.373514,1.003679,10,30.9,0.033956,10.3,64252
"TX","Hale",20.864009,0.518433,1.095938,10.3,30.6,0.144009,20.3,41999
"TX","Hall",24.45472,1.588815,1.095938,12.4,29.1,0,25.5,32158
"TX","Hamilton",25.056993,0.731797,1.01769,11.8,30,0,15.4,46181
"TX","Hansford",88.778283,1.089127,1.095938,9.7,28.1,0,11.7,55215
"TX","Hardeman",29.750167,1.01833,1.095938,10.9,28.5,0,18,38154
"TX","Hardin",29.065052,0.359576,1.095938,9.9,32.1,0.089894,11.8,56201
"TX","Harris",18.088572,0.624807,1.01769,8.5,27.2,0.077003,16.6,56670
"TX","Harrison",13.695913,0.400974,1.095938,11.9,33.3,0.059404,18.5,46593
"TX","Hartley",23.920751,0.821153,1.095938,9.6,27.3,0.328461,9.9,66231
"TX","Haskell",25.272578,0.866701,1.095938,10.5,27.3,0.17334,22.3,36085
"TX","Hays",16.506899,0.621538,1.003679,8.7,23.8,0.091879,13.6,61121
"TX","Hemphill",10.597456,0.956938,1.095938,9.4,26.8,0.239234,8.6,71177
"TX","Henderson",27.264267,0.605373,1.01769,10.9,30.2,0.100895,16.2,44944
"TX","Hidalgo",34.734283,0.458443,1.095938,9.7,34.4,0.039708,31.1,35441
"TX","Hill",5.675757,0.545225,1.01769,10.1,28.7,0.057392,17.8,44965
"TX","Hockley",45.780078,0.678627,1.095938,8.7,30.7,0.042414,15.9,48768
"TX","Hood",32.817174,0.630552,1.01769,11.7,26.5,0.074183,9.8,61371
"TX","Hopkins",16.772411,0.668133,1.01769,10.5,30.5,0.167033,15.9,43284
"TX","Houston",39.360448,0.571655,1.095938,11.3,28.3,0.043973,27,37536
"TX","Howard",49.182106,0.791247,1.095938,9.7,31.1,0,19.1,47148
"TX","Hudspeth",99.623735,1.245718,1.095938,10,26.3,0,25,33048
"TX","Hunt",10.547725,0.429412,1.01769,10.3,27,0.067802,16.5,46632
"TX","Hutchinson",29.189284,0.688927,1.095938,10.5,31.1,0.137785,14.2,53085
"TX","Irion",99.9742,1.270648,1.095938,10.6,27.9,0.635324,7.9,64777
"TX","Jack",47.480632,0.677583,1.01769,9.7,26.9,0,17.1,51711
"TX","Jackson",21.316842,0.407083,1.01769,10.9,32.2,0,13.6,53667
"TX","Jasper",17.883695,0.450045,1.095938,13.2,29.1,0.028128,15.7,46541
"TX","Jeff Davis",29.42925,1.361162,1.095938,12.4,26.2,0,13.3,47654
"TX","Jefferson",23.142836,0.543144,1.095938,10.8,33.2,0.075327,16.9,47620
"TX","Jim Hogg",26.716171,0.38059,1.095938,9.9,27.3,0,23.2,36048
"TX","Jim Wells",18.662954,0.556187,1.095938,9.2,28.5,0.096728,22.1,43028
"TX","Johnson",22.198412,0.38741,1.01769,9.4,30.2,0.057159,11.4,58685
"TX","Jones",21.404925,0.250803,1.095938,9,27.4,0.100321,21.4,41871
"TX","Karnes",24.495992,1.14048,1.003679,9.5,29.2,0.067087,20,47129
"TX","Kaufman",8.384684,0.485454,1.01769,9.2,27.2,0.071919,13.1,60438
"TX","Kendall",12.915746,0.797325,1.003679,8.9,27.3,0.102881,8,79108
"TX","Kenedy",97.165659,0,1.095938,9.2,26.4,0,16.5,40082
"TX","Kent",97.195259,1.273885,1.095938,12,26.4,0,11.3,45338
"TX","Kerr",29.914563,0.791108,1.003679,13.4,26.7,0.098888,14.3,47389
"TX","Kimble",25.023967,0.901307,1.003679,11.6,28.4,0.225327,20,37448
"TX","King",100,0,1.095938,10.5,27.5,0,11,69588
"TX","Kinney",4.304454,0.567215,1.003679,10.8,26.7,0,20.6,40840
"TX","Kleberg",30.526718,0.714508,1.095938,9.2,28,0.093197,24.3,40066
"TX","Knox",47.136172,0.518403,1.095938,11.2,26.6,0,19.2,43238
"TX","La Salle",57.808998,0.535189,1.003679,8.2,26.6,0,27.9,42500
"TX","Lamar",29.353923,0.726935,1.01769,11.6,32.7,0.141348,18.8,39433
"TX","Lamb",3.563505,0.663032,1.095938,10.2,31,0,21.8,41807
"TX","Lampasas",20.402295,0.843421,1.095938,10.2,28.2,0.099226,13.9,50985
"TX","Lavaca",14.260719,0.507074,1.003679,11.7,32,0.050707,12.2,49752
"TX","Lee",6.34372,0.71676,1.003679,10.8,28.1,0,12.4,54747
"TX","Leon",13.089604,1.008244,1.095938,13.8,29.5,0.059309,13.8,47740
"TX","Liberty",22.32622,0.371238,1.01769,11,27.6,0,15.8,53552
"TX","Limestone",19.052505,0.680156,1.01769,11.8,33.9,0,19.1,40655
"TX","Lipscomb",99.999554,0.844357,1.095938,9.5,27.2,0,9.7,60955
"TX","Live Oak",10.243997,1.240592,1.003679,10.8,27.6,0.082706,15.8,53184
"TX","Llano",31.041301,0.768836,1.003679,13.3,27,0.102512,14.8,46366
"TX","Loving",99.999999,0,1.095938,10.5,29,0,14.3,59499
"TX","Lubbock",15.71388,0.571479,1.095938,8.6,27.7,0.074837,20.1,47139
"TX","Lynn",33.86923,0.34656,1.095938,10.4,28.4,0,20.5,38922
"TX","Madison",27.894633,0.721449,1.01769,9.1,28.8,0,19.2,40857
"TX","Marion",7.825023,0.689723,1.095938,12.5,31.3,0,23.4,35152
"TX","Martin",21.423988,0.3663,1.095938,8.8,27.1,0,11.4,60815
"TX","Mason",21.184373,1.719479,1.003679,12.5,26.2,0,13.8,45340
"TX","Matagorda",37.787962,0.876256,1.01769,11.2,31.9,0.054766,20.5,45073
"TX","Maverick",32.249033,0.455956,1.003679,8.7,29.4,0.035074,23.9,34687
"TX","McCulloch",32.685502,1.097695,1.095938,11,28.5,0,18.6,39900
"TX","McLennan",39.064645,0.529903,1.095938,9,28.6,0.086263,19.9,46264
"TX","McMullen",98.000222,3.726708,1.003679,11.8,32.2,0,10,60709
"TX","Medina",23.720445,0.689022,1.003679,11.2,32.2,0.020879,14.8,52831
"TX","Menard",20.181205,0.931532,1.095938,12.9,27.3,0,20.8,34308
"TX","Midland",27.421157,0.590387,1.095938,8.6,30.9,0.083424,8.9,79829
"TX","Milam",21.885167,0.618404,1.095938,11.9,29.7,0,16.9,46433
"TX","Mills",24.677646,1.026694,1.095938,11.7,26.1,0.205339,16.6,40958
"TX","Mitchell",29.78649,0.661084,1.095938,8.9,26.6,0.110181,19.7,41977
